NAME,LAT,LON,HEIGHT
G0043997.JPG,-14.699383720000124,145.44724492000017,0
G0043998.JPG,-14.699383720000124,145.44724492000017,0
G0043999.JPG,-14.699386320000125,145.4472485200002,0
G0044000.JPG,-14.699386320000125,145.4472485200002,0
G0044003.JPG,-14.699391333333333,145.447256,0
G0044004.JPG,-14.699391333333333,145.447256,0
G0044005.JPG,-14.699392666666666,145.44725966666667,0
G0044006.JPG,-14.699392666666666,145.44725966666667,0
G0044007.JPG,-14.699395,145.447263,0
G0044008.JPG,-14.699395,145.447263,0
G0044009.JPG,-14.699397333333334,145.447267,0
G0044010.JPG,-14.699397333333334,145.447267,0
G0044011.JPG,-14.699398,145.44727,0
G0044012.JPG,-14.699398,145.44727,0
G0044013.JPG,-14.699400333333333,145.447273,0
G0044014.JPG,-14.699400333333333,145.447273,0
G0044015.JPG,-14.699401333333332,145.447277,0
G0044016.JPG,-14.699401333333332,145.447277,0
G0044017.JPG,-14.699403333333333,145.44727866666668,0
G0044018.JPG,-14.699403333333333,145.44727866666668,0
G0044019.JPG,-14.699404,145.447282,0
G0044020.JPG,-14.699404,145.447282,0
G0044023.JPG,-14.699407000000058,145.44728928571442,0
G0044024.JPG,-14.699407000000058,145.44728928571442,0
G0044025.JPG,-14.699408666666706,145.44729285714294,0
G0044026.JPG,-14.699408666666706,145.44729285714294,0
G0044027.JPG,-14.699410333333352,145.4472964285715,0
G0044028.JPG,-14.699410333333352,145.4472964285715,0
G0044029.JPG,-14.699412,145.4473,0
G0044030.JPG,-14.699412,145.4473,0
G0044031.JPG,-14.699413,145.447304,0
G0044032.JPG,-14.699413,145.447304,0
G0044033.JPG,-14.699416,145.447307,0
G0044034.JPG,-14.699416,145.447307,0
G0044035.JPG,-14.699416,145.44731,0
G0044036.JPG,-14.699416,145.44731,0
G0044037.JPG,-14.699419,145.447314,0
G0044038.JPG,-14.699419,145.447314,0
G0044039.JPG,-14.69942,145.447318,0
G0044040.JPG,-14.69942,145.447318,0
G0044041.JPG,-14.699421,145.44732,0
G0044042.JPG,-14.699421,145.44732,0
G0044043.JPG,-14.699424,145.447323,0
G0044044.JPG,-14.699424,145.447323,0
G0044045.JPG,-14.699424,145.447327,0
G0044046.JPG,-14.699424,145.447327,0
G0044047.JPG,-14.699425,145.447331,0
G0044048.JPG,-14.699425,145.447331,0
G0044049.JPG,-14.699427499999999,145.4473345,0
G0044050.JPG,-14.699427499999999,145.4473345,0
G0044051.JPG,-14.699429,145.447337,0
G0044052.JPG,-14.699429,145.447337,0
G0044053.JPG,-14.69943077777772,145.44734066666658,0
G0044054.JPG,-14.69943077777772,145.44734066666658,0
G0044055.JPG,-14.699432999999999,145.447344,0
G0044056.JPG,-14.699432999999999,145.447344,0
G0044057.JPG,-14.69943522222228,145.44734733333343,0
G0044058.JPG,-14.69943522222228,145.44734733333343,0
G0044059.JPG,-14.699437333333334,145.447351,0
G0044060.JPG,-14.699437333333334,145.447351,0
G0044061.JPG,-14.699439,145.447355,0
G0044062.JPG,-14.699439,145.447355,0
G0044063.JPG,-14.699442,145.447358,0
G0044064.JPG,-14.699442,145.447358,0
G0044065.JPG,-14.699444,145.447362,0
G0044066.JPG,-14.699444,145.447362,0
G0044067.JPG,-14.699446,145.447366,0
G0044068.JPG,-14.699446,145.447366,0
G0044069.JPG,-14.699448,145.447369,0
G0044070.JPG,-14.699448,145.447369,0
G0044071.JPG,-14.699449,145.447373,0
G0044072.JPG,-14.699449,145.447373,0
G0044073.JPG,-14.699452,145.447377,0
G0044074.JPG,-14.699452,145.447377,0
G0044075.JPG,-14.699452,145.44738,0
G0044076.JPG,-14.699452,145.44738,0
G0044077.JPG,-14.699454,145.447384,0
G0044078.JPG,-14.699454,145.447384,0
G0044079.JPG,-14.699456428571501,145.44738742857166,0
G0044080.JPG,-14.699456428571501,145.44738742857166,0
G0044081.JPG,-14.6994575,145.44739099999998,0
G0044082.JPG,-14.6994575,145.44739099999998,0
G0044083.JPG,-14.699458571428497,145.44739457142833,0
G0044084.JPG,-14.699458571428497,145.44739457142833,0
G0044085.JPG,-14.699461,145.447398,0
G0044086.JPG,-14.699461,145.447398,0
G0044087.JPG,-14.699463,145.447402,0
G0044088.JPG,-14.699463,145.447402,0
G0044089.JPG,-14.699465,145.447406,0
G0044090.JPG,-14.699465,145.447406,0
G0044091.JPG,-14.699464,145.447408,0
G0044092.JPG,-14.699464,145.447408,0
G0044093.JPG,-14.699467,145.447412,0
G0044094.JPG,-14.699467,145.447412,0
G0044095.JPG,-14.699469,145.447415,0
G0044096.JPG,-14.699469,145.447415,0
G0044097.JPG,-14.699470999999999,145.4474185,0
G0044098.JPG,-14.699470999999999,145.4474185,0
G0044101.JPG,-14.699475739130536,145.4474258695654,0
G0044102.JPG,-14.699475739130536,145.4474258695654,0
G0044103.JPG,-14.699477695652215,145.44742934782616,0
G0044104.JPG,-14.699477695652215,145.44742934782616,0
G0044105.JPG,-14.699479652173892,145.44743282608692,0
G0044106.JPG,-14.699479652173892,145.44743282608692,0
G0044109.JPG,-14.699484249999776,145.44743949999986,0
G0044110.JPG,-14.699484249999776,145.44743949999986,0
G0044111.JPG,-14.699486,145.44744333333333,0
G0044112.JPG,-14.699486,145.44744333333333,0
G0044113.JPG,-14.699486749999926,145.4474469999997,0
G0044114.JPG,-14.699486749999926,145.4474469999997,0
G0044115.JPG,-14.699484333333334,145.44744833333334,0
G0044116.JPG,-14.699484333333334,145.44744833333334,0
G0044117.JPG,-14.69948050000015,145.44744650000015,0
G0044118.JPG,-14.69948050000015,145.44744650000015,0
G0044119.JPG,-14.699478333333333,145.44744466666666,0
G0044120.JPG,-14.699478333333333,145.44744466666666,0
G0044121.JPG,-14.699477333333421,145.44744200000025,0
G0044122.JPG,-14.699477333333421,145.44744200000025,0
G0044123.JPG,-14.699476222222282,145.44743866666684,0
G0044124.JPG,-14.699476222222282,145.44743866666684,0
G0044125.JPG,-14.699475384615399,145.4474355384616,0
G0044126.JPG,-14.699475384615399,145.4474355384616,0
G0044127.JPG,-14.699474615384602,145.4474324615384,0
G0044128.JPG,-14.699474615384602,145.4474324615384,0
G0044129.JPG,-14.699473714285666,145.4474295714285,0
G0044130.JPG,-14.699473714285666,145.4474295714285,0
G0044131.JPG,-14.699472285714334,145.4474274285715,0
G0044132.JPG,-14.699472285714334,145.4474274285715,0
G0044137.JPG,-14.69946775757577,145.44741936363639,0
G0044138.JPG,-14.69946775757577,145.44741936363639,0
G0044139.JPG,-14.699466242424231,145.4474166363636,0
G0044140.JPG,-14.699466242424231,145.4474166363636,0
G0044145.JPG,-14.699461599999905,145.44740839999986,0
G0044146.JPG,-14.699461599999905,145.44740839999986,0
G0044147.JPG,-14.69946,145.447406,0
G0044148.JPG,-14.69946,145.447406,0
G0044149.JPG,-14.699458499999999,145.4474025,0
G0044150.JPG,-14.699458499999999,145.4474025,0
G0044151.JPG,-14.699457,145.4473995,0
G0044152.JPG,-14.699457,145.4473995,0
G0044153.JPG,-14.6994545,145.4473965,0
G0044154.JPG,-14.6994545,145.4473965,0
G0044155.JPG,-14.6994535,145.447394,0
G0044156.JPG,-14.6994535,145.447394,0
G0044157.JPG,-14.6994515,145.4473905,0
G0044158.JPG,-14.6994515,145.4473905,0
G0044159.JPG,-14.69945,145.4473875,0
G0044160.JPG,-14.69945,145.4473875,0
G0044161.JPG,-14.6994495,145.447384,0
